sale_id,sale_date,product_id,channel_id,quantity,revenue,cost
664,2026-05-07,9,1,5,315000,205000
665,2026-05-07,14,1,2,34000,18000
666,2026-05-07,3,1,1,115000,68000
667,2026-05-08,6,3,2,134000,76000
668,2026-05-08,12,1,1,44000,25000
669,2026-05-08,9,1,1,63000,41000
670,2026-05-08,5,1,2,178000,104000
671,2026-05-09,4,1,2,58000,30000
672,2026-05-09,9,1,1,63000,41000
673,2026-05-09,2,1,2,82000,44000
674,2026-05-09,2,2,1,41000,22000
675,2026-05-09,9,3,1,63000,41000
676,2026-05-09,11,3,3,93000,54000
677,2026-05-09,8,2,2,102000,64000
678,2026-05-09,5,1,2,178000,104000
679,2026-05-09,15,2,2,28000,15000
680,2026-05-09,4,2,2,58000,30000
681,2026-05-09,15,1,3,42000,22500
682,2026-05-09,7,3,1,82000,55000
683,2026-05-10,14,1,1,17000,9000
684,2026-05-10,15,2,3,42000,22500
685,2026-05-10,5,3,1,89000,52000
686,2026-05-11,10,1,5,1550000,1050000
687,2026-05-11,5,1,2,178000,104000
688,2026-05-11,9,1,3,189000,123000
689,2026-05-11,14,2,1,17000,9000
690,2026-05-11,13,1,1,220000,145000
691,2026-05-11,8,2,2,102000,64000
692,2026-05-11,1,2,2,156000,90000
693,2026-05-11,10,2,1,310000,210000
694,2026-05-11,10,3,3,930000,630000
695,2026-05-11,14,1,1,17000,9000
696,2026-05-11,7,2,1,82000,55000
697,2026-05-11,3,1,3,345000,204000
698,2026-05-12,5,1,1,89000,52000
699,2026-05-12,5,3,1,89000,52000
700,2026-05-12,12,2,1,44000,25000
701,2026-05-13,12,1,2,88000,50000
702,2026-05-13,8,1,1,51000,32000
703,2026-05-13,9,3,3,189000,123000
704,2026-05-13,13,1,1,220000,145000
705,2026-05-13,15,3,1,14000,7500
706,2026-05-13,4,1,1,29000,15000
707,2026-05-13,3,1,5,575000,340000
708,2026-05-13,6,1,1,67000,38000
709,2026-05-14,13,2,2,440000,290000
710,2026-05-14,4,2,2,58000,30000
711,2026-05-14,10,3,1,310000,210000
712,2026-05-14,8,2,1,51000,32000
713,2026-05-14,15,2,1,14000,7500
714,2026-05-14,9,3,1,63000,41000
715,2026-05-14,9,1,1,63000,41000
716,2026-05-14,9,1,2,126000,82000
717,2026-05-14,12,2,1,44000,25000
718,2026-05-14,9,1,1,63000,41000
719,2026-05-15,9,1,1,63000,41000
720,2026-05-15,9,1,2,126000,82000
721,2026-05-15,12,1,1,44000,25000
722,2026-05-15,1,2,1,78000,45000
723,2026-05-15,1,1,2,156000,90000
724,2026-05-16,1,3,1,78000,45000
725,2026-05-16,15,1,1,14000,7500
726,2026-05-16,3,2,2,230000,136000
727,2026-05-16,12,2,1,44000,25000
728,2026-05-16,15,1,3,42000,22500
729,2026-05-16,15,1,1,14000,7500
730,2026-05-16,11,3,1,31000,18000
731,2026-05-16,14,1,1,17000,9000
732,2026-05-16,9,1,1,63000,41000
733,2026-05-16,4,3,2,58000,30000
734,2026-05-16,5,1,2,178000,104000
735,2026-05-17,9,1,1,63000,41000
736,2026-05-17,8,1,1,51000,32000
737,2026-05-17,15,3,2,28000,15000
738,2026-05-17,1,3,1,78000,45000
739,2026-05-17,13,3,3,660000,435000
740,2026-05-17,4,1,1,29000,15000
741,2026-05-17,1,1,2,156000,90000
742,2026-05-17,14,1,2,34000,18000
743,2026-05-17,7,1,1,82000,55000
744,2026-05-18,3,2,1,115000,68000
745,2026-05-18,14,3,1,17000,9000
746,2026-05-18,10,2,2,620000,420000
747,2026-05-19,4,1,1,29000,15000
748,2026-05-19,11,2,1,31000,18000
749,2026-05-19,5,1,3,267000,156000
750,2026-05-19,15,2,1,14000,7500
751,2026-05-19,11,1,1,31000,18000
752,2026-05-19,6,3,2,134000,76000
753,2026-05-19,13,2,2,440000,290000
754,2026-05-19,7,1,1,82000,55000
755,2026-05-20,8,1,1,51000,32000
756,2026-05-20,14,2,2,34000,18000
757,2026-05-20,15,1,1,14000,7500
758,2026-05-20,7,2,1,82000,55000
759,2026-05-20,4,1,1,29000,15000
760,2026-05-20,2,3,2,82000,44000
761,2026-05-20,2,2,2,82000,44000
762,2026-05-20,1,1,2,156000,90000
763,2026-05-20,10,1,1,310000,210000
764,2026-05-20,13,2,2,440000,290000
765,2026-05-20,9,1,1,63000,41000
766,2026-05-21,5,3,1,89000,52000
767,2026-05-21,15,1,2,28000,15000
768,2026-05-21,12,3,1,44000,25000
769,2026-05-21,4,2,2,58000,30000
770,2026-05-21,7,3,1,82000,55000
771,2026-05-21,13,1,1,220000,145000
772,2026-05-21,11,1,1,31000,18000
773,2026-05-21,9,3,1,63000,41000
774,2026-05-22,13,3,3,660000,435000
775,2026-05-22,6,1,1,67000,38000
776,2026-05-22,14,1,1,17000,9000
777,2026-05-22,5,2,1,89000,52000
778,2026-05-22,12,1,1,44000,25000
779,2026-05-22,6,1,1,67000,38000
780,2026-05-22,4,1,2,58000,30000
781,2026-05-22,11,1,2,62000,36000
782,2026-05-22,8,3,2,102000,64000
783,2026-05-22,8,1,2,102000,64000
784,2026-05-23,3,1,1,115000,68000
785,2026-05-23,3,3,1,115000,68000
786,2026-05-23,11,3,1,31000,18000
787,2026-05-23,14,3,3,51000,27000
788,2026-05-23,11,1,1,31000,18000
789,2026-05-23,3,3,1,115000,68000
790,2026-05-23,12,1,1,44000,25000
791,2026-05-23,8,1,2,102000,64000
792,2026-05-24,15,1,1,14000,7500
793,2026-05-24,1,2,1,78000,45000
794,2026-05-24,1,2,1,78000,45000
795,2026-05-24,5,1,2,178000,104000
796,2026-05-24,11,1,3,93000,54000
797,2026-05-24,3,1,1,115000,68000
798,2026-05-24,3,1,2,230000,136000
799,2026-05-24,5,3,1,89000,52000
800,2026-05-24,7,1,5,410000,275000
801,2026-05-24,8,2,5,255000,160000
802,2026-05-24,4,1,2,58000,30000
803,2026-05-24,2,2,3,123000,66000
804,2026-05-25,2,1,1,41000,22000
805,2026-05-25,8,1,1,51000,32000
806,2026-05-25,3,1,2,230000,136000
807,2026-05-26,10,3,5,1550000,1050000
808,2026-05-26,15,2,1,14000,7500
809,2026-05-26,4,3,2,58000,30000
810,2026-05-26,10,1,1,310000,210000
811,2026-05-26,2,2,1,41000,22000
812,2026-05-26,9,2,1,63000,41000
813,2026-05-26,15,3,1,14000,7500
814,2026-05-26,4,2,2,58000,30000
815,2026-05-27,15,1,1,14000,7500
816,2026-05-27,4,2,2,58000,30000
817,2026-05-27,11,3,1,31000,18000
818,2026-05-27,13,2,2,440000,290000
819,2026-05-27,12,2,1,44000,25000
820,2026-05-27,6,1,1,67000,38000
821,2026-05-27,14,1,2,34000,18000
822,2026-05-27,10,3,1,310000,210000
823,2026-05-27,13,1,2,440000,290000
824,2026-05-28,8,1,1,51000,32000
825,2026-05-28,7,1,2,164000,110000
826,2026-05-28,11,1,2,62000,36000
827,2026-05-28,5,2,2,178000,104000
828,2026-05-28,2,1,1,41000,22000
829,2026-05-28,13,2,2,440000,290000
830,2026-05-28,6,1,1,67000,38000
831,2026-05-28,5,1,2,178000,104000
832,2026-05-28,2,1,1,41000,22000
833,2026-05-28,8,2,1,51000,32000
834,2026-05-29,1,1,1,78000,45000
835,2026-05-29,10,2,1,310000,210000
836,2026-05-29,7,1,1,82000,55000
837,2026-05-29,13,1,3,660000,435000
838,2026-05-30,10,2,2,620000,420000
839,2026-05-30,3,1,1,115000,68000
840,2026-05-30,8,1,1,51000,32000
841,2026-05-30,5,1,1,89000,52000
842,2026-05-30,2,1,3,123000,66000
843,2026-05-30,12,2,1,44000,25000
844,2026-05-31,8,1,1,51000,32000
845,2026-05-31,7,1,2,164000,110000
846,2026-05-31,13,3,1,220000,145000
847,2026-05-31,7,3,3,246000,165000
848,2026-05-31,10,1,1,310000,210000
849,2026-05-31,12,1,1,44000,25000
850,2026-06-01,6,1,2,134000,76000
851,2026-06-01,8,3,4,204000,128000
852,2026-06-01,6,1,2,134000,76000
853,2026-06-01,7,1,6,492000,330000
854,2026-06-01,4,2,1,29000,15000
855,2026-06-01,11,2,2,62000,36000
856,2026-06-01,12,1,2,88000,50000
857,2026-06-01,8,2,4,204000,128000
858,2026-06-01,2,3,2,82000,44000
859,2026-06-02,11,1,4,124000,72000
860,2026-06-02,4,1,1,29000,15000
861,2026-06-02,7,2,2,164000,110000
862,2026-06-02,10,1,2,620000,420000
863,2026-06-02,9,3,6,378000,246000
864,2026-06-02,7,2,4,328000,220000
865,2026-06-02,6,2,2,134000,76000
866,2026-06-02,10,2,2,620000,420000
867,2026-06-02,13,1,2,440000,290000
868,2026-06-03,11,2,2,62000,36000
869,2026-06-03,11,2,2,62000,36000
870,2026-06-03,13,1,2,440000,290000
871,2026-06-03,2,1,1,41000,22000
872,2026-06-03,9,2,2,126000,82000
873,2026-06-04,4,1,1,29000,15000
874,2026-06-04,13,2,2,440000,290000
875,2026-06-04,3,1,1,115000,68000
876,2026-06-04,2,1,3,123000,66000
877,2026-06-04,2,1,3,123000,66000
878,2026-06-04,3,1,1,115000,68000
879,2026-06-04,13,1,1,220000,145000
880,2026-06-04,8,1,4,204000,128000
881,2026-06-04,8,1,2,102000,64000
882,2026-06-04,13,2,1,220000,145000
883,2026-06-04,6,2,2,134000,76000
884,2026-06-04,3,3,2,230000,136000
885,2026-06-05,3,2,1,115000,68000
886,2026-06-05,7,3,2,164000,110000
887,2026-06-05,7,2,2,164000,110000
888,2026-06-05,11,1,2,62000,36000
889,2026-06-05,10,3,2,620000,420000
890,2026-06-05,7,1,4,328000,220000
891,2026-06-05,4,1,2,58000,30000
892,2026-06-05,13,1,1,220000,145000
893,2026-06-05,14,2,1,17000,9000
894,2026-06-05,4,1,1,29000,15000
895,2026-06-05,14,1,5,85000,45000
896,2026-06-06,10,1,2,620000,420000
897,2026-06-06,2,1,2,82000,44000
898,2026-06-06,10,1,4,1240000,840000
899,2026-06-06,13,1,2,440000,290000
900,2026-06-06,2,2,1,41000,22000
901,2026-06-06,4,1,1,29000,15000
902,2026-06-06,12,1,1,44000,25000
903,2026-06-06,10,1,2,620000,420000
904,2026-06-07,8,2,4,204000,128000
905,2026-06-07,11,3,2,62000,36000
906,2026-06-07,3,1,1,115000,68000
907,2026-06-07,6,3,2,134000,76000
908,2026-06-07,14,1,1,17000,9000
909,2026-06-08,4,3,5,145000,75000
910,2026-06-08,9,2,2,126000,82000
911,2026-06-08,8,1,4,204000,128000
912,2026-06-08,8,1,2,102000,64000
913,2026-06-08,13,2,1,220000,145000
914,2026-06-09,4,2,1,29000,15000
915,2026-06-09,8,2,4,204000,128000
916,2026-06-09,8,2,2,102000,64000
917,2026-06-09,2,1,1,41000,22000
918,2026-06-09,6,2,2,134000,76000
919,2026-06-09,13,2,1,220000,145000
920,2026-06-09,7,1,4,328000,220000
921,2026-06-10,5,3,1,89000,52000
922,2026-06-10,5,1,2,178000,104000
923,2026-06-10,8,3,2,102000,64000
924,2026-06-10,13,1,2,440000,290000
925,2026-06-10,10,2,6,1860000,1260000
926,2026-06-10,10,2,2,620000,420000
927,2026-06-11,13,1,1,220000,145000
928,2026-06-11,1,2,1,78000,45000
929,2026-06-11,10,2,2,620000,420000
930,2026-06-11,12,1,1,44000,25000
931,2026-06-11,14,2,3,51000,27000
932,2026-06-12,3,3,2,230000,136000
933,2026-06-12,15,1,1,14000,7500
934,2026-06-12,11,1,6,186000,108000
935,2026-06-12,4,1,1,29000,15000
936,2026-06-13,13,3,1,220000,145000
937,2026-06-13,3,2,1,115000,68000
938,2026-06-13,7,1,2,164000,110000
939,2026-06-13,13,3,1,220000,145000
940,2026-06-13,9,2,4,252000,164000
941,2026-06-13,15,1,5,70000,37500
942,2026-06-14,10,1,4,1240000,840000
943,2026-06-14,12,1,5,220000,125000
944,2026-06-14,11,2,2,62000,36000
945,2026-06-14,2,2,1,41000,22000
946,2026-06-14,7,3,2,164000,110000
947,2026-06-14,6,3,1,67000,38000
948,2026-06-14,10,1,6,1860000,1260000
949,2026-06-14,13,1,2,440000,290000
950,2026-06-15,1,1,2,156000,90000
951,2026-06-15,8,1,6,306000,192000
952,2026-06-15,3,1,1,115000,68000
953,2026-06-16,4,3,3,87000,45000
954,2026-06-16,15,2,1,14000,7500
955,2026-06-16,15,3,1,14000,7500
956,2026-06-16,6,1,1,67000,38000
957,2026-06-16,15,2,1,14000,7500
958,2026-06-16,11,1,2,62000,36000
959,2026-06-16,4,1,1,29000,15000
960,2026-06-16,2,1,1,41000,22000
961,2026-06-16,3,2,1,115000,68000
962,2026-06-17,1,1,1,78000,45000
963,2026-06-17,2,3,1,41000,22000
964,2026-06-17,3,1,1,115000,68000
965,2026-06-17,2,2,1,41000,22000
966,2026-06-17,6,1,1,67000,38000
967,2026-06-17,7,2,2,164000,110000
968,2026-06-17,3,2,2,230000,136000
969,2026-06-17,2,2,1,41000,22000
970,2026-06-17,11,1,1,31000,18000
971,2026-06-17,4,2,1,29000,15000
972,2026-06-18,10,2,3,930000,630000
973,2026-06-18,2,3,1,41000,22000
974,2026-06-18,2,2,1,41000,22000
975,2026-06-18,7,1,1,82000,55000
976,2026-06-18,5,2,1,89000,52000
977,2026-06-18,10,2,2,620000,420000
978,2026-06-18,13,3,1,220000,145000
979,2026-06-18,14,2,1,17000,9000
980,2026-06-18,9,2,1,63000,41000
981,2026-06-19,5,2,2,178000,104000
982,2026-06-19,13,3,1,220000,145000
983,2026-06-19,2,1,2,82000,44000
984,2026-06-19,2,2,5,205000,110000
985,2026-06-19,6,3,1,67000,38000
986,2026-06-19,14,3,1,17000,9000
987,2026-06-19,9,2,2,126000,82000
988,2026-06-19,13,1,1,220000,145000
989,2026-06-19,1,1,1,78000,45000
990,2026-06-20,13,1,1,220000,145000
991,2026-06-20,12,2,1,44000,25000
992,2026-06-20,12,1,2,88000,50000
993,2026-06-21,10,1,1,310000,210000
994,2026-06-21,2,2,1,41000,22000
995,2026-06-21,13,1,1,220000,145000
996,2026-06-21,10,2,2,620000,420000
997,2026-06-21,11,2,1,31000,18000
998,2026-06-21,7,2,2,164000,110000
999,2026-06-21,1,1,3,234000,135000
1000,2026-06-21,2,1,2,82000,44000
1001,2026-06-21,5,2,2,178000,104000
1002,2026-06-21,3,1,2,230000,136000
1003,2026-06-21,12,1,1,44000,25000
1004,2026-06-22,9,2,2,126000,82000
1005,2026-06-22,5,1,1,89000,52000
1006,2026-06-22,13,3,2,440000,290000
1007,2026-06-22,2,2,1,41000,22000
1008,2026-06-22,13,1,1,220000,145000
1009,2026-06-22,5,2,1,89000,52000
1010,2026-06-22,2,1,1,41000,22000
1011,2026-06-22,1,1,1,78000,45000
1012,2026-06-23,3,1,1,115000,68000
1013,2026-06-23,10,2,1,310000,210000
1014,2026-06-23,12,2,1,44000,25000
1015,2026-06-23,14,1,1,17000,9000
1016,2026-06-23,6,1,1,67000,38000
1017,2026-06-23,15,3,1,14000,7500
1018,2026-06-23,13,3,2,440000,290000
1019,2026-06-23,7,1,1,82000,55000
1020,2026-06-24,5,3,1,89000,52000
1021,2026-06-24,2,2,3,123000,66000
1022,2026-06-24,3,1,1,115000,68000
1023,2026-06-24,1,3,1,78000,45000
1024,2026-06-24,8,3,2,102000,64000
1025,2026-06-24,5,1,1,89000,52000
1026,2026-06-24,1,1,1,78000,45000
1027,2026-06-24,13,1,2,440000,290000
1028,2026-06-25,6,2,1,67000,38000
1029,2026-06-25,13,2,2,440000,290000
1030,2026-06-25,9,2,1,63000,41000
1031,2026-06-25,1,3,1,78000,45000
1032,2026-06-25,9,1,2,126000,82000
1033,2026-06-25,15,1,1,14000,7500
1034,2026-06-25,13,2,2,440000,290000
1035,2026-06-25,12,1,1,44000,25000
1036,2026-06-25,4,1,5,145000,75000
1037,2026-06-25,3,2,1,115000,68000
1038,2026-06-26,15,3,1,14000,7500
1039,2026-06-26,15,1,5,70000,37500
1040,2026-06-26,2,2,1,41000,22000
1041,2026-06-26,11,3,1,31000,18000
1042,2026-06-26,10,1,2,620000,420000
1043,2026-06-26,3,1,1,115000,68000
1044,2026-06-27,15,3,2,28000,15000
1045,2026-06-27,12,1,1,44000,25000
1046,2026-06-27,4,1,1,29000,15000
1047,2026-06-27,13,2,1,220000,145000
1048,2026-06-27,2,1,1,41000,22000
1049,2026-06-27,7,1,1,82000,55000
1050,2026-06-27,13,1,1,220000,145000
1051,2026-06-27,5,3,1,89000,52000
1052,2026-06-28,14,2,2,34000,18000
1053,2026-06-28,4,3,1,29000,15000
1054,2026-06-28,2,2,5,205000,110000
1055,2026-06-28,7,2,2,164000,110000
1056,2026-06-28,5,3,1,89000,52000
1057,2026-06-28,7,3,1,82000,55000
1058,2026-06-28,9,1,1,63000,41000
1059,2026-06-29,2,1,2,82000,44000
1060,2026-06-29,4,1,2,58000,30000
1061,2026-06-29,6,2,3,201000,114000
1062,2026-06-29,2,2,1,41000,22000
1063,2026-06-29,14,1,5,85000,45000
1064,2026-06-30,15,2,2,28000,15000
1065,2026-06-30,2,3,2,82000,44000
1066,2026-06-30,6,1,3,201000,114000
1067,2026-06-30,1,1,1,78000,45000
1068,2026-06-30,14,2,1,17000,9000
1069,2026-06-30,7,2,1,82000,55000
1070,2026-07-01,15,1,1,14000,7500
1071,2026-07-01,15,1,2,28000,15000
1072,2026-07-01,10,1,1,310000,210000
1073,2026-07-01,7,3,1,82000,55000
1074,2026-07-01,2,1,1,41000,22000
1075,2026-07-01,4,2,2,58000,30000
1076,2026-07-02,11,3,1,31000,18000
1077,2026-07-02,1,3,2,156000,90000
1078,2026-07-02,6,1,2,134000,76000
1079,2026-07-02,6,3,1,67000,38000
1080,2026-07-02,7,1,1,82000,55000
1081,2026-07-02,10,1,3,930000,630000
1082,2026-07-03,1,3,1,78000,45000
1083,2026-07-03,6,2,5,335000,190000
1084,2026-07-03,3,1,2,230000,136000
1085,2026-07-03,5,2,2,178000,104000
1086,2026-07-03,12,1,5,220000,125000
1087,2026-07-03,4,2,5,145000,75000
1088,2026-07-03,7,1,2,164000,110000
1089,2026-07-04,3,1,1,115000,68000
1090,2026-07-04,12,2,3,132000,75000
1091,2026-07-04,1,2,1,78000,45000
1092,2026-07-04,10,2,1,310000,210000
1093,2026-07-04,4,3,2,58000,30000
1094,2026-07-05,9,1,1,63000,41000
1095,2026-07-05,2,1,2,82000,44000
1096,2026-07-05,1,2,1,78000,45000
1097,2026-07-05,15,2,2,28000,15000
1098,2026-07-05,6,2,3,201000,114000
1099,2026-07-05,14,3,1,17000,9000
1100,2026-07-05,3,2,3,345000,204000
1101,2026-07-05,13,1,1,220000,145000
1102,2026-07-05,6,3,1,67000,38000
1103,2026-07-05,11,1,1,31000,18000
1104,2026-07-06,6,1,1,67000,38000
1105,2026-07-06,7,2,5,410000,275000
1106,2026-07-06,11,1,2,62000,36000
1107,2026-07-06,9,2,3,189000,123000
1108,2026-07-06,13,1,2,440000,290000
1109,2026-07-06,14,1,1,17000,9000
1110,2026-07-06,12,1,1,44000,25000
1111,2026-07-07,12,3,1,44000,25000
1112,2026-07-07,13,3,1,220000,145000
1113,2026-07-07,10,1,2,620000,420000
1114,2026-07-08,4,2,1,29000,15000
1115,2026-07-08,8,1,2,102000,64000
1116,2026-07-08,4,1,1,29000,15000
1117,2026-07-08,11,3,1,31000,18000
1118,2026-07-08,12,2,2,88000,50000
1119,2026-07-08,6,1,1,67000,38000
1120,2026-07-08,4,2,1,29000,15000
1121,2026-07-08,13,1,1,220000,145000
1122,2026-07-08,7,1,1,82000,55000
1123,2026-07-08,3,3,1,115000,68000
1124,2026-07-08,7,1,1,82000,55000
1125,2026-07-08,14,1,3,51000,27000
1126,2026-07-09,3,1,2,230000,136000
1127,2026-07-09,1,1,1,78000,45000
1128,2026-07-09,2,1,1,41000,22000
1129,2026-07-09,7,1,1,82000,55000
1130,2026-07-09,15,3,1,14000,7500
1131,2026-07-09,10,3,2,620000,420000
1132,2026-07-10,11,1,3,93000,54000
1133,2026-07-10,3,1,1,115000,68000
1134,2026-07-10,4,1,1,29000,15000
1135,2026-07-10,15,2,1,14000,7500
1136,2026-07-10,5,1,1,89000,52000
1137,2026-07-10,7,2,2,164000,110000
1138,2026-07-10,3,1,1,115000,68000
1139,2026-07-10,2,1,2,82000,44000
1140,2026-07-10,10,1,1,310000,210000
1141,2026-07-11,3,2,5,575000,340000
1142,2026-07-11,8,3,1,51000,32000
1143,2026-07-11,7,1,3,246000,165000
1144,2026-07-11,5,1,1,89000,52000
1145,2026-07-11,3,1,1,115000,68000
1146,2026-07-11,3,1,1,115000,68000
1147,2026-07-12,5,1,1,89000,52000
1148,2026-07-12,1,1,2,156000,90000
1149,2026-07-12,2,1,1,41000,22000
1150,2026-07-12,9,1,2,126000,82000
1151,2026-07-12,4,2,2,58000,30000
1152,2026-07-12,14,2,5,85000,45000
1153,2026-07-12,11,3,1,31000,18000
1154,2026-07-12,15,1,1,14000,7500
1155,2026-07-12,7,3,2,164000,110000
1156,2026-07-12,9,2,1,63000,41000
1157,2026-07-13,11,3,1,31000,18000
1158,2026-07-13,13,1,3,660000,435000
1159,2026-07-13,3,3,2,230000,136000
1160,2026-07-13,3,1,1,115000,68000
1161,2026-07-13,11,1,5,155000,90000
1162,2026-07-13,11,1,1,31000,18000
1163,2026-07-13,6,3,3,201000,114000
1164,2026-07-13,2,1,1,41000,22000
1165,2026-07-13,9,1,1,63000,41000
1166,2026-07-13,8,3,1,51000,32000
1167,2026-07-13,12,2,1,44000,25000
1168,2026-07-13,7,1,1,82000,55000
1169,2026-07-14,10,2,5,1550000,1050000
1170,2026-07-14,2,3,1,41000,22000
1171,2026-07-14,2,2,3,123000,66000
1172,2026-07-14,15,1,1,14000,7500
1173,2026-07-14,7,2,1,82000,55000
1174,2026-07-14,8,1,1,51000,32000
1175,2026-07-14,3,2,2,230000,136000
1176,2026-07-14,7,1,3,246000,165000
1177,2026-07-14,6,2,1,67000,38000
1178,2026-07-14,8,3,3,153000,96000
1179,2026-07-14,1,1,2,156000,90000
1180,2026-07-14,5,1,1,89000,52000
1181,2026-07-15,14,1,1,17000,9000
1182,2026-07-15,12,1,2,88000,50000
1183,2026-07-15,5,2,2,178000,104000
1184,2026-07-15,2,1,1,41000,22000
1185,2026-07-16,12,1,1,44000,25000
1186,2026-07-16,6,3,1,67000,38000
1187,2026-07-16,3,1,2,230000,136000
1188,2026-07-16,7,1,3,246000,165000
1189,2026-07-16,15,2,1,14000,7500
1190,2026-07-16,15,3,2,28000,15000
1191,2026-07-16,4,1,1,29000,15000
1192,2026-07-16,6,2,1,67000,38000
1193,2026-07-16,14,1,1,17000,9000
1194,2026-07-17,11,1,1,31000,18000
1195,2026-07-17,10,1,5,1550000,1050000
1196,2026-07-17,8,2,1,51000,32000
1197,2026-07-17,3,3,1,115000,68000
1198,2026-07-18,5,1,1,89000,52000
1199,2026-07-18,14,2,5,85000,45000
1200,2026-07-18,14,1,1,17000,9000
1201,2026-07-18,4,1,1,29000,15000
1202,2026-07-19,14,2,2,34000,18000
1203,2026-07-19,1,1,1,78000,45000
1204,2026-07-19,3,2,1,115000,68000
1205,2026-07-20,10,3,1,310000,210000
1206,2026-07-20,12,2,1,44000,25000
1207,2026-07-20,7,3,1,82000,55000
1208,2026-07-20,4,1,2,58000,30000
1209,2026-07-20,14,2,1,17000,9000
1210,2026-07-20,1,2,2,156000,90000
1211,2026-07-20,14,3,1,17000,9000
1212,2026-07-21,10,1,2,620000,420000
1213,2026-07-21,8,1,5,255000,160000
1214,2026-07-21,11,1,1,31000,18000
1215,2026-07-21,11,2,3,93000,54000
1216,2026-07-21,5,1,1,89000,52000
1217,2026-07-21,4,3,2,58000,30000
1218,2026-07-21,13,3,1,220000,145000
1219,2026-07-21,6,2,2,134000,76000
1220,2026-07-21,11,1,1,31000,18000
1221,2026-07-21,15,1,1,14000,7500
1222,2026-07-21,1,2,5,390000,225000
1223,2026-07-21,14,1,2,34000,18000
1224,2026-07-22,11,2,2,62000,36000
1225,2026-07-22,15,3,1,14000,7500
1226,2026-07-22,5,3,2,178000,104000
1227,2026-07-22,15,2,1,14000,7500
1228,2026-07-22,8,1,1,51000,32000
1229,2026-07-22,13,2,3,660000,435000
1230,2026-07-23,11,1,1,31000,18000
1231,2026-07-23,12,3,1,44000,25000
1232,2026-07-23,15,1,1,14000,7500
1233,2026-07-23,5,1,1,89000,52000
1234,2026-07-23,1,3,1,78000,45000
1235,2026-07-23,10,1,3,930000,630000
1236,2026-07-23,9,1,2,126000,82000
1237,2026-07-23,9,1,1,63000,41000
1238,2026-07-24,3,3,1,115000,68000
1239,2026-07-24,10,3,5,1550000,1050000
1240,2026-07-24,3,1,2,230000,136000
1241,2026-07-24,13,1,1,220000,145000
1242,2026-07-24,3,1,1,115000,68000
1243,2026-07-25,5,1,2,178000,104000
1244,2026-07-25,10,2,1,310000,210000
1245,2026-07-25,13,2,1,220000,145000
1246,2026-07-25,7,2,1,82000,55000
1247,2026-07-25,8,1,1,51000,32000
1248,2026-07-25,4,2,5,145000,75000
1249,2026-07-25,15,1,2,28000,15000
1250,2026-07-25,4,1,1,29000,15000
1251,2026-07-25,12,1,2,88000,50000
1252,2026-07-25,6,1,1,67000,38000
1253,2026-07-26,10,1,1,310000,210000
1254,2026-07-26,1,1,1,78000,45000
1255,2026-07-26,12,2,1,44000,25000
1256,2026-07-26,7,3,5,410000,275000
1257,2026-07-26,6,3,1,67000,38000
1258,2026-07-26,13,1,3,660000,435000
1259,2026-07-26,15,3,1,14000,7500
1260,2026-07-26,4,2,1,29000,15000
1261,2026-07-26,12,1,1,44000,25000
1262,2026-07-26,2,1,2,82000,44000
1263,2026-07-26,1,1,2,156000,90000
1264,2026-07-27,10,1,5,1550000,1050000
1265,2026-07-27,11,1,2,62000,36000
1266,2026-07-27,1,2,1,78000,45000
1267,2026-07-27,7,1,1,82000,55000
1268,2026-07-27,12,1,2,88000,50000
1269,2026-07-27,11,1,1,31000,18000
1270,2026-07-27,2,2,1,41000,22000
1271,2026-07-27,10,2,1,310000,210000
1272,2026-07-27,15,1,2,28000,15000
1273,2026-07-27,2,1,2,82000,44000
1274,2026-07-27,8,1,1,51000,32000
1275,2026-07-28,14,2,1,17000,9000
1276,2026-07-28,12,1,1,44000,25000
1277,2026-07-28,9,1,1,63000,41000
1278,2026-07-28,15,1,1,14000,7500
1279,2026-07-28,1,2,3,234000,135000
1280,2026-07-28,14,2,1,17000,9000
1281,2026-07-28,2,2,1,41000,22000
1282,2026-07-29,15,1,1,14000,7500
1283,2026-07-29,5,1,1,89000,52000
1284,2026-07-29,14,1,1,17000,9000
1285,2026-07-29,5,1,2,178000,104000
1286,2026-07-30,12,1,3,132000,75000
1287,2026-07-30,15,1,3,42000,22500
1288,2026-07-30,11,2,1,31000,18000
1289,2026-07-30,15,1,2,28000,15000
1290,2026-07-30,15,2,1,14000,7500
1291,2026-07-30,6,1,1,67000,38000
1292,2026-07-30,8,1,1,51000,32000
1293,2026-07-30,14,1,1,17000,9000
1294,2026-07-30,15,2,1,14000,7500
